epoch: 1, training_loss: 1.6546015739440918, training_accuracy: 0.47600001096725464, test_loss: 1.0914138555526733, test_accuracy: 0.6899999976158142
epoch: 2, training_loss: 0.7887099385261536, training_accuracy: 0.7853333353996277, test_loss: 0.7890846133232117, test_accuracy: 0.7649999856948853
epoch: 3, training_loss: 0.5157235264778137, training_accuracy: 0.8686666488647461, test_loss: 0.6629415154457092, test_accuracy: 0.800000011920929
epoch: 4, training_loss: 0.3718019127845764, training_accuracy: 0.9026666879653931, test_loss: 0.6586521863937378, test_accuracy: 0.7749999761581421
epoch: 5, training_loss: 0.2763136327266693, training_accuracy: 0.9359999895095825, test_loss: 0.6906564831733704, test_accuracy: 0.7950000166893005
epoch: 6, training_loss: 0.20865270495414734, training_accuracy: 0.9586666822433472, test_loss: 0.7455406188964844, test_accuracy: 0.7649999856948853
epoch: 7, training_loss: 0.16082757711410522, training_accuracy: 0.9700000286102295, test_loss: 0.7818132042884827, test_accuracy: 0.7850000262260437
epoch: 8, training_loss: 0.12370319664478302, training_accuracy: 0.9753333330154419, test_loss: 0.786823570728302, test_accuracy: 0.7950000166893005
epoch: 9, training_loss: 0.09410084784030914, training_accuracy: 0.9800000190734863, test_loss: 0.785494327545166, test_accuracy: 0.8050000071525574
epoch: 10, training_loss: 0.07089394330978394, training_accuracy: 0.9853333234786987, test_loss: 0.8088681101799011, test_accuracy: 0.8050000071525574
epoch: 11, training_loss: 0.05701586976647377, training_accuracy: 0.9879999756813049, test_loss: 0.8608025312423706, test_accuracy: 0.8050000071525574
epoch: 12, training_loss: 0.045245084911584854, training_accuracy: 0.9879999756813049, test_loss: 0.9183817505836487, test_accuracy: 0.7950000166893005
epoch: 13, training_loss: 0.0373738631606102, training_accuracy: 0.9893333315849304, test_loss: 1.0016883611679077, test_accuracy: 0.7699999809265137
epoch: 14, training_loss: 0.03168734908103943, training_accuracy: 0.9906666874885559, test_loss: 1.0194573402404785, test_accuracy: 0.7900000214576721
epoch: 15, training_loss: 0.027125151827931404, training_accuracy: 0.9913333058357239, test_loss: 1.0802916288375854, test_accuracy: 0.7900000214576721
