epoch: 1, training_loss: 2.3012444972991943, training_accuracy: 0.10000000149011612, test_loss: 2.281160831451416, test_accuracy: 0.14499999582767487
epoch: 2, training_loss: 2.2314870357513428, training_accuracy: 0.17666666209697723, test_loss: 2.2343642711639404, test_accuracy: 0.18000000715255737
epoch: 3, training_loss: 2.1611828804016113, training_accuracy: 0.2553333342075348, test_loss: 2.176023483276367, test_accuracy: 0.2199999988079071
epoch: 4, training_loss: 2.0744597911834717, training_accuracy: 0.32466667890548706, test_loss: 2.1018476486206055, test_accuracy: 0.25
epoch: 5, training_loss: 1.9694993495941162, training_accuracy: 0.3919999897480011, test_loss: 2.0112781524658203, test_accuracy: 0.3199999928474426
epoch: 6, training_loss: 1.851918339729309, training_accuracy: 0.46933332085609436, test_loss: 1.9067010879516602, test_accuracy: 0.38999998569488525
epoch: 7, training_loss: 1.7255306243896484, training_accuracy: 0.5426666736602783, test_loss: 1.8003685474395752, test_accuracy: 0.4449999928474426
epoch: 8, training_loss: 1.5966565608978271, training_accuracy: 0.6026666760444641, test_loss: 1.6960434913635254, test_accuracy: 0.4699999988079071
epoch: 9, training_loss: 1.4726420640945435, training_accuracy: 0.6386666893959045, test_loss: 1.5919718742370605, test_accuracy: 0.5099999904632568
epoch: 10, training_loss: 1.355629563331604, training_accuracy: 0.659333348274231, test_loss: 1.4935388565063477, test_accuracy: 0.5249999761581421
epoch: 11, training_loss: 1.249957799911499, training_accuracy: 0.6933333277702332, test_loss: 1.4075487852096558, test_accuracy: 0.5550000071525574
epoch: 12, training_loss: 1.1553807258605957, training_accuracy: 0.7166666388511658, test_loss: 1.3287873268127441, test_accuracy: 0.6150000095367432
epoch: 13, training_loss: 1.0706104040145874, training_accuracy: 0.7393333315849304, test_loss: 1.2574987411499023, test_accuracy: 0.6299999952316284
epoch: 14, training_loss: 0.9958189129829407, training_accuracy: 0.753333330154419, test_loss: 1.1980074644088745, test_accuracy: 0.6600000262260437
epoch: 15, training_loss: 0.9303694367408752, training_accuracy: 0.7713333368301392, test_loss: 1.1437216997146606, test_accuracy: 0.6700000166893005
