epoch: 1, training_loss: 2.3108575344085693, training_accuracy: 0.11866666376590729, test_loss: 2.291043281555176, test_accuracy: 0.0949999988079071
epoch: 2, training_loss: 2.2540245056152344, training_accuracy: 0.15933333337306976, test_loss: 2.2493858337402344, test_accuracy: 0.11500000208616257
epoch: 3, training_loss: 2.203507423400879, training_accuracy: 0.1979999989271164, test_loss: 2.209113359451294, test_accuracy: 0.1850000023841858
epoch: 4, training_loss: 2.1525707244873047, training_accuracy: 0.23133333027362823, test_loss: 2.169045925140381, test_accuracy: 0.2150000035762787
epoch: 5, training_loss: 2.0983145236968994, training_accuracy: 0.2773333191871643, test_loss: 2.126969337463379, test_accuracy: 0.25
epoch: 6, training_loss: 2.0414326190948486, training_accuracy: 0.3140000104904175, test_loss: 2.081355571746826, test_accuracy: 0.25999999046325684
epoch: 7, training_loss: 1.9836640357971191, training_accuracy: 0.3426666557788849, test_loss: 2.032353639602661, test_accuracy: 0.30000001192092896
epoch: 8, training_loss: 1.9227583408355713, training_accuracy: 0.36266666650772095, test_loss: 1.9790493249893188, test_accuracy: 0.33000001311302185
epoch: 9, training_loss: 1.8618637323379517, training_accuracy: 0.39666667580604553, test_loss: 1.9242709875106812, test_accuracy: 0.3449999988079071
epoch: 10, training_loss: 1.8003777265548706, training_accuracy: 0.42399999499320984, test_loss: 1.869956374168396, test_accuracy: 0.35499998927116394
epoch: 11, training_loss: 1.739571452140808, training_accuracy: 0.4533333480358124, test_loss: 1.815758466720581, test_accuracy: 0.4050000011920929
epoch: 12, training_loss: 1.679376244544983, training_accuracy: 0.4886666536331177, test_loss: 1.7609994411468506, test_accuracy: 0.4449999928474426
epoch: 13, training_loss: 1.6182695627212524, training_accuracy: 0.5206666588783264, test_loss: 1.7057738304138184, test_accuracy: 0.4749999940395355
epoch: 14, training_loss: 1.5571694374084473, training_accuracy: 0.5580000281333923, test_loss: 1.6499624252319336, test_accuracy: 0.49000000953674316
epoch: 15, training_loss: 1.4962126016616821, training_accuracy: 0.581333339214325, test_loss: 1.5951884984970093, test_accuracy: 0.5149999856948853
epoch: 16, training_loss: 1.4344847202301025, training_accuracy: 0.6133333444595337, test_loss: 1.5386189222335815, test_accuracy: 0.5400000214576721
epoch: 17, training_loss: 1.3721023797988892, training_accuracy: 0.6439999938011169, test_loss: 1.4828208684921265, test_accuracy: 0.5649999976158142
epoch: 18, training_loss: 1.3106287717819214, training_accuracy: 0.6713333129882812, test_loss: 1.4262216091156006, test_accuracy: 0.5899999737739563
epoch: 19, training_loss: 1.2506126165390015, training_accuracy: 0.6886666417121887, test_loss: 1.3719291687011719, test_accuracy: 0.6299999952316284
epoch: 20, training_loss: 1.1916530132293701, training_accuracy: 0.718666672706604, test_loss: 1.3201342821121216, test_accuracy: 0.6499999761581421
