epoch: 1, training_loss: 1.9316767454147339, training_accuracy: 0.3766666650772095, test_loss: 1.4789607524871826, test_accuracy: 0.5799999833106995
epoch: 2, training_loss: 0.9784297943115234, training_accuracy: 0.7260000109672546, test_loss: 0.8616976141929626, test_accuracy: 0.7200000286102295
epoch: 3, training_loss: 0.6069750785827637, training_accuracy: 0.8399999737739563, test_loss: 0.6441805362701416, test_accuracy: 0.8050000071525574
epoch: 4, training_loss: 0.44599899649620056, training_accuracy: 0.8806666731834412, test_loss: 0.5914603471755981, test_accuracy: 0.8100000023841858
epoch: 5, training_loss: 0.3436627984046936, training_accuracy: 0.906000018119812, test_loss: 0.5444302558898926, test_accuracy: 0.824999988079071
epoch: 6, training_loss: 0.26766276359558105, training_accuracy: 0.9333333373069763, test_loss: 0.5235145688056946, test_accuracy: 0.8199999928474426
epoch: 7, training_loss: 0.21012288331985474, training_accuracy: 0.9546666741371155, test_loss: 0.5055071711540222, test_accuracy: 0.8450000286102295
epoch: 8, training_loss: 0.16288721561431885, training_accuracy: 0.9679999947547913, test_loss: 0.5771228671073914, test_accuracy: 0.8149999976158142
epoch: 9, training_loss: 0.13280890882015228, training_accuracy: 0.9746666550636292, test_loss: 0.5564733147621155, test_accuracy: 0.824999988079071
epoch: 10, training_loss: 0.1086527407169342, training_accuracy: 0.9793333411216736, test_loss: 0.5551920533180237, test_accuracy: 0.8349999785423279
epoch: 11, training_loss: 0.08783318847417831, training_accuracy: 0.981333315372467, test_loss: 0.5322281718254089, test_accuracy: 0.8550000190734863
epoch: 12, training_loss: 0.07285594940185547, training_accuracy: 0.984000027179718, test_loss: 0.6017040014266968, test_accuracy: 0.8349999785423279
epoch: 13, training_loss: 0.06229611858725548, training_accuracy: 0.9860000014305115, test_loss: 0.6290944814682007, test_accuracy: 0.8450000286102295
epoch: 14, training_loss: 0.053351979702711105, training_accuracy: 0.9866666793823242, test_loss: 0.6112349033355713, test_accuracy: 0.8550000190734863
epoch: 15, training_loss: 0.04514887556433678, training_accuracy: 0.9886666536331177, test_loss: 0.6308906078338623, test_accuracy: 0.8349999785423279
epoch: 16, training_loss: 0.039676133543252945, training_accuracy: 0.9886666536331177, test_loss: 0.6428182721138, test_accuracy: 0.8600000143051147
epoch: 17, training_loss: 0.03493160381913185, training_accuracy: 0.9906666874885559, test_loss: 0.687553882598877, test_accuracy: 0.8299999833106995
epoch: 18, training_loss: 0.030850626528263092, training_accuracy: 0.9913333058357239, test_loss: 0.6872447729110718, test_accuracy: 0.8550000190734863
epoch: 19, training_loss: 0.02825305610895157, training_accuracy: 0.9926666617393494, test_loss: 0.6676636338233948, test_accuracy: 0.8550000190734863
epoch: 20, training_loss: 0.025986725464463234, training_accuracy: 0.9926666617393494, test_loss: 0.6896286010742188, test_accuracy: 0.8500000238418579
epoch: 21, training_loss: 0.024616284295916557, training_accuracy: 0.9926666617393494, test_loss: 0.7225131392478943, test_accuracy: 0.8450000286102295
epoch: 22, training_loss: 0.023355338722467422, training_accuracy: 0.9926666617393494, test_loss: 0.7590764760971069, test_accuracy: 0.8399999737739563
epoch: 23, training_loss: 0.022493960335850716, training_accuracy: 0.9926666617393494, test_loss: 0.7400881052017212, test_accuracy: 0.8450000286102295
epoch: 24, training_loss: 0.021793290972709656, training_accuracy: 0.9926666617393494, test_loss: 0.79407799243927, test_accuracy: 0.8299999833106995
epoch: 25, training_loss: 0.021243123337626457, training_accuracy: 0.9926666617393494, test_loss: 0.8024274706840515, test_accuracy: 0.8349999785423279
epoch: 26, training_loss: 0.020647594705224037, training_accuracy: 0.9926666617393494, test_loss: 0.8041741847991943, test_accuracy: 0.8349999785423279
epoch: 27, training_loss: 0.02025005593895912, training_accuracy: 0.9926666617393494, test_loss: 0.8184362053871155, test_accuracy: 0.8299999833106995
epoch: 28, training_loss: 0.019850073382258415, training_accuracy: 0.9926666617393494, test_loss: 0.8269568085670471, test_accuracy: 0.8399999737739563
epoch: 29, training_loss: 0.019516898319125175, training_accuracy: 0.9926666617393494, test_loss: 0.8655546307563782, test_accuracy: 0.8299999833106995
epoch: 30, training_loss: 0.019360607489943504, training_accuracy: 0.9926666617393494, test_loss: 0.8778018951416016, test_accuracy: 0.8349999785423279
epoch: 31, training_loss: 0.019061030820012093, training_accuracy: 0.9926666617393494, test_loss: 0.8848188519477844, test_accuracy: 0.8349999785423279
epoch: 32, training_loss: 0.01877288520336151, training_accuracy: 0.9926666617393494, test_loss: 0.8928895592689514, test_accuracy: 0.8450000286102295
epoch: 33, training_loss: 0.01854073442518711, training_accuracy: 0.9926666617393494, test_loss: 0.9337648153305054, test_accuracy: 0.8149999976158142
epoch: 34, training_loss: 0.01829819567501545, training_accuracy: 0.9926666617393494, test_loss: 0.9234741926193237, test_accuracy: 0.8199999928474426
epoch: 35, training_loss: 0.018098313361406326, training_accuracy: 0.9926666617393494, test_loss: 0.9451674818992615, test_accuracy: 0.8299999833106995
epoch: 36, training_loss: 0.017946554347872734, training_accuracy: 0.9926666617393494, test_loss: 0.9592798352241516, test_accuracy: 0.8199999928474426
epoch: 37, training_loss: 0.017821179702878, training_accuracy: 0.9919999837875366, test_loss: 0.938667893409729, test_accuracy: 0.8299999833106995
epoch: 38, training_loss: 0.017629865556955338, training_accuracy: 0.9926666617393494, test_loss: 0.9660884141921997, test_accuracy: 0.8450000286102295
epoch: 39, training_loss: 0.017499219626188278, training_accuracy: 0.9919999837875366, test_loss: 1.023396611213684, test_accuracy: 0.8199999928474426
epoch: 40, training_loss: 0.017399005591869354, training_accuracy: 0.9919999837875366, test_loss: 1.0169577598571777, test_accuracy: 0.8199999928474426
