epoch: 1, training_loss: 2.32206392288208, training_accuracy: 0.08799999952316284, test_loss: 2.2949471473693848, test_accuracy: 0.10000000149011612
epoch: 2, training_loss: 2.2793188095092773, training_accuracy: 0.1379999965429306, test_loss: 2.2671821117401123, test_accuracy: 0.13500000536441803
epoch: 3, training_loss: 2.2437987327575684, training_accuracy: 0.19466666877269745, test_loss: 2.2391929626464844, test_accuracy: 0.16500000655651093
epoch: 4, training_loss: 2.205336570739746, training_accuracy: 0.24133333563804626, test_loss: 2.207714557647705, test_accuracy: 0.1850000023841858
epoch: 5, training_loss: 2.162644624710083, training_accuracy: 0.281333327293396, test_loss: 2.172011613845825, test_accuracy: 0.19499999284744263
epoch: 6, training_loss: 2.1133933067321777, training_accuracy: 0.31333333253860474, test_loss: 2.1310958862304688, test_accuracy: 0.20499999821186066
epoch: 7, training_loss: 2.0592377185821533, training_accuracy: 0.34466665983200073, test_loss: 2.085092544555664, test_accuracy: 0.25999999046325684
epoch: 8, training_loss: 1.998548984527588, training_accuracy: 0.37933334708213806, test_loss: 2.034503698348999, test_accuracy: 0.3050000071525574
epoch: 9, training_loss: 1.9333299398422241, training_accuracy: 0.41466665267944336, test_loss: 1.9780762195587158, test_accuracy: 0.3199999928474426
epoch: 10, training_loss: 1.8627315759658813, training_accuracy: 0.445333331823349, test_loss: 1.9154295921325684, test_accuracy: 0.35499998927116394
epoch: 11, training_loss: 1.7859339714050293, training_accuracy: 0.4906666576862335, test_loss: 1.8484442234039307, test_accuracy: 0.42500001192092896
epoch: 12, training_loss: 1.7077070474624634, training_accuracy: 0.5433333516120911, test_loss: 1.778430461883545, test_accuracy: 0.44999998807907104
epoch: 13, training_loss: 1.6268434524536133, training_accuracy: 0.5873333215713501, test_loss: 1.7072786092758179, test_accuracy: 0.5099999904632568
epoch: 14, training_loss: 1.5464485883712769, training_accuracy: 0.6179999709129333, test_loss: 1.635694980621338, test_accuracy: 0.5400000214576721
epoch: 15, training_loss: 1.4680594205856323, training_accuracy: 0.6453333497047424, test_loss: 1.566706657409668, test_accuracy: 0.5699999928474426
epoch: 16, training_loss: 1.39091956615448, training_accuracy: 0.671999990940094, test_loss: 1.501133918762207, test_accuracy: 0.6050000190734863
epoch: 17, training_loss: 1.3174816370010376, training_accuracy: 0.687333345413208, test_loss: 1.4406737089157104, test_accuracy: 0.6200000047683716
epoch: 18, training_loss: 1.2482813596725464, training_accuracy: 0.7046666741371155, test_loss: 1.3846348524093628, test_accuracy: 0.6499999761581421
epoch: 19, training_loss: 1.1811771392822266, training_accuracy: 0.7206666469573975, test_loss: 1.3346027135849, test_accuracy: 0.6549999713897705
epoch: 20, training_loss: 1.12044095993042, training_accuracy: 0.7333333492279053, test_loss: 1.2876958847045898, test_accuracy: 0.6549999713897705
epoch: 21, training_loss: 1.0633457899093628, training_accuracy: 0.746666669845581, test_loss: 1.2425460815429688, test_accuracy: 0.6600000262260437
epoch: 22, training_loss: 1.0104526281356812, training_accuracy: 0.7566666603088379, test_loss: 1.2029478549957275, test_accuracy: 0.675000011920929
epoch: 23, training_loss: 0.9610442519187927, training_accuracy: 0.7693333625793457, test_loss: 1.1644835472106934, test_accuracy: 0.6800000071525574
epoch: 24, training_loss: 0.9165125489234924, training_accuracy: 0.7806666493415833, test_loss: 1.1317633390426636, test_accuracy: 0.6899999976158142
epoch: 25, training_loss: 0.8740769028663635, training_accuracy: 0.7879999876022339, test_loss: 1.1000409126281738, test_accuracy: 0.6949999928474426
epoch: 26, training_loss: 0.8356462121009827, training_accuracy: 0.79666668176651, test_loss: 1.0694297552108765, test_accuracy: 0.7149999737739563
epoch: 27, training_loss: 0.7993520498275757, training_accuracy: 0.8053333163261414, test_loss: 1.042393684387207, test_accuracy: 0.7149999737739563
epoch: 28, training_loss: 0.7657589316368103, training_accuracy: 0.8140000104904175, test_loss: 1.017552137374878, test_accuracy: 0.7099999785423279
epoch: 29, training_loss: 0.7345203161239624, training_accuracy: 0.8206666707992554, test_loss: 0.9962073564529419, test_accuracy: 0.7099999785423279
epoch: 30, training_loss: 0.7053306698799133, training_accuracy: 0.8246666789054871, test_loss: 0.9779865145683289, test_accuracy: 0.7099999785423279
epoch: 31, training_loss: 0.6776315569877625, training_accuracy: 0.8326666951179504, test_loss: 0.9582333564758301, test_accuracy: 0.7149999737739563
epoch: 32, training_loss: 0.6517341136932373, training_accuracy: 0.840666651725769, test_loss: 0.9399996399879456, test_accuracy: 0.7250000238418579
epoch: 33, training_loss: 0.6279503703117371, training_accuracy: 0.8446666598320007, test_loss: 0.9226885437965393, test_accuracy: 0.7250000238418579
epoch: 34, training_loss: 0.604750394821167, training_accuracy: 0.8479999899864197, test_loss: 0.9034026861190796, test_accuracy: 0.7300000190734863
epoch: 35, training_loss: 0.5830577611923218, training_accuracy: 0.8526666760444641, test_loss: 0.8872737884521484, test_accuracy: 0.7350000143051147
epoch: 36, training_loss: 0.5626102685928345, training_accuracy: 0.859333336353302, test_loss: 0.8740214705467224, test_accuracy: 0.7350000143051147
epoch: 37, training_loss: 0.5435843467712402, training_accuracy: 0.8673333525657654, test_loss: 0.8645831942558289, test_accuracy: 0.7400000095367432
epoch: 38, training_loss: 0.5254238247871399, training_accuracy: 0.8733333349227905, test_loss: 0.8532088398933411, test_accuracy: 0.7450000047683716
epoch: 39, training_loss: 0.5075948238372803, training_accuracy: 0.8766666650772095, test_loss: 0.8430600762367249, test_accuracy: 0.7599999904632568
epoch: 40, training_loss: 0.4911513328552246, training_accuracy: 0.8820000290870667, test_loss: 0.8308675289154053, test_accuracy: 0.7649999856948853
