epoch: 1, training_loss: 1.8093278408050537, training_accuracy: 0.35333332419395447, test_loss: 1.3440922498703003, test_accuracy: 0.5299999713897705
epoch: 2, training_loss: 0.9161325693130493, training_accuracy: 0.75, test_loss: 0.8101732730865479, test_accuracy: 0.7649999856948853
epoch: 3, training_loss: 0.5323728919029236, training_accuracy: 0.8586666584014893, test_loss: 0.6941978931427002, test_accuracy: 0.7699999809265137
epoch: 4, training_loss: 0.36242231726646423, training_accuracy: 0.9073333144187927, test_loss: 0.6042861938476562, test_accuracy: 0.7850000262260437
epoch: 5, training_loss: 0.2608059346675873, training_accuracy: 0.9340000152587891, test_loss: 0.5646116733551025, test_accuracy: 0.7900000214576721
epoch: 6, training_loss: 0.1909608393907547, training_accuracy: 0.9593333601951599, test_loss: 0.6072693467140198, test_accuracy: 0.7799999713897705
epoch: 7, training_loss: 0.14613212645053864, training_accuracy: 0.9726666808128357, test_loss: 0.5779350399971008, test_accuracy: 0.8050000071525574
epoch: 8, training_loss: 0.10745430737733841, training_accuracy: 0.9800000190734863, test_loss: 0.5934610962867737, test_accuracy: 0.824999988079071
epoch: 9, training_loss: 0.08399856090545654, training_accuracy: 0.984666645526886, test_loss: 0.6412110924720764, test_accuracy: 0.7950000166893005
epoch: 10, training_loss: 0.0663086548447609, training_accuracy: 0.9860000014305115, test_loss: 0.647430419921875, test_accuracy: 0.8100000023841858
epoch: 11, training_loss: 0.05289071053266525, training_accuracy: 0.9860000014305115, test_loss: 0.6785199642181396, test_accuracy: 0.8050000071525574
epoch: 12, training_loss: 0.04301571100950241, training_accuracy: 0.9879999756813049, test_loss: 0.7253780961036682, test_accuracy: 0.8100000023841858
epoch: 13, training_loss: 0.035656291991472244, training_accuracy: 0.9900000095367432, test_loss: 0.7840803265571594, test_accuracy: 0.7950000166893005
epoch: 14, training_loss: 0.030893417075276375, training_accuracy: 0.9913333058357239, test_loss: 0.8382506370544434, test_accuracy: 0.7950000166893005
epoch: 15, training_loss: 0.026781953871250153, training_accuracy: 0.9913333058357239, test_loss: 0.8472421169281006, test_accuracy: 0.8050000071525574
