epoch: 1, training_loss: 1.9952901601791382, training_accuracy: 0.2913333475589752, test_loss: 1.6306064128875732, test_accuracy: 0.4950000047683716
epoch: 2, training_loss: 1.1779271364212036, training_accuracy: 0.6933333277702332, test_loss: 1.083396315574646, test_accuracy: 0.6549999713897705
epoch: 3, training_loss: 0.7394332885742188, training_accuracy: 0.8146666884422302, test_loss: 0.8093771934509277, test_accuracy: 0.7200000286102295
epoch: 4, training_loss: 0.5395490527153015, training_accuracy: 0.859333336353302, test_loss: 0.7356870174407959, test_accuracy: 0.7200000286102295
epoch: 5, training_loss: 0.4243002235889435, training_accuracy: 0.8920000195503235, test_loss: 0.6852710247039795, test_accuracy: 0.75
epoch: 6, training_loss: 0.33862441778182983, training_accuracy: 0.9213333129882812, test_loss: 0.6243937611579895, test_accuracy: 0.7950000166893005
epoch: 7, training_loss: 0.27829694747924805, training_accuracy: 0.9359999895095825, test_loss: 0.6748456358909607, test_accuracy: 0.7799999713897705
epoch: 8, training_loss: 0.2292887568473816, training_accuracy: 0.9473333358764648, test_loss: 0.6554591655731201, test_accuracy: 0.7749999761581421
epoch: 9, training_loss: 0.18819409608840942, training_accuracy: 0.9639999866485596, test_loss: 0.6420915126800537, test_accuracy: 0.7799999713897705
epoch: 10, training_loss: 0.15855233371257782, training_accuracy: 0.9693333506584167, test_loss: 0.6787558794021606, test_accuracy: 0.7699999809265137
epoch: 11, training_loss: 0.1327202320098877, training_accuracy: 0.9779999852180481, test_loss: 0.7047402858734131, test_accuracy: 0.7699999809265137
epoch: 12, training_loss: 0.11361651867628098, training_accuracy: 0.9786666631698608, test_loss: 0.6844925880432129, test_accuracy: 0.7799999713897705
epoch: 13, training_loss: 0.09717496484518051, training_accuracy: 0.984000027179718, test_loss: 0.7079023122787476, test_accuracy: 0.7799999713897705
epoch: 14, training_loss: 0.08338954299688339, training_accuracy: 0.9853333234786987, test_loss: 0.7607800364494324, test_accuracy: 0.7799999713897705
epoch: 15, training_loss: 0.07268679141998291, training_accuracy: 0.9860000014305115, test_loss: 0.7785390615463257, test_accuracy: 0.7749999761581421
epoch: 16, training_loss: 0.06442747265100479, training_accuracy: 0.9879999756813049, test_loss: 0.7896797060966492, test_accuracy: 0.7799999713897705
epoch: 17, training_loss: 0.05715726688504219, training_accuracy: 0.9900000095367432, test_loss: 0.7954439520835876, test_accuracy: 0.7850000262260437
epoch: 18, training_loss: 0.051151446998119354, training_accuracy: 0.9900000095367432, test_loss: 0.8174406290054321, test_accuracy: 0.7950000166893005
epoch: 19, training_loss: 0.0460752472281456, training_accuracy: 0.9900000095367432, test_loss: 0.8502259254455566, test_accuracy: 0.7799999713897705
epoch: 20, training_loss: 0.0422036349773407, training_accuracy: 0.9906666874885559, test_loss: 0.8432442545890808, test_accuracy: 0.800000011920929
epoch: 21, training_loss: 0.03883131593465805, training_accuracy: 0.9906666874885559, test_loss: 0.8836244940757751, test_accuracy: 0.800000011920929
epoch: 22, training_loss: 0.03556443378329277, training_accuracy: 0.9906666874885559, test_loss: 0.8981337547302246, test_accuracy: 0.7950000166893005
epoch: 23, training_loss: 0.03335927054286003, training_accuracy: 0.9906666874885559, test_loss: 0.9164906144142151, test_accuracy: 0.7950000166893005
epoch: 24, training_loss: 0.03125587850809097, training_accuracy: 0.9906666874885559, test_loss: 0.9553824067115784, test_accuracy: 0.7950000166893005
epoch: 25, training_loss: 0.02952597104012966, training_accuracy: 0.9913333058357239, test_loss: 0.969950258731842, test_accuracy: 0.7850000262260437
epoch: 26, training_loss: 0.028048088774085045, training_accuracy: 0.9913333058357239, test_loss: 0.9693810343742371, test_accuracy: 0.8050000071525574
epoch: 27, training_loss: 0.026737457141280174, training_accuracy: 0.9913333058357239, test_loss: 0.976104736328125, test_accuracy: 0.800000011920929
epoch: 28, training_loss: 0.02569129690527916, training_accuracy: 0.9919999837875366, test_loss: 1.008457899093628, test_accuracy: 0.7850000262260437
epoch: 29, training_loss: 0.024725740775465965, training_accuracy: 0.9926666617393494, test_loss: 1.0224428176879883, test_accuracy: 0.7900000214576721
epoch: 30, training_loss: 0.023902269080281258, training_accuracy: 0.9926666617393494, test_loss: 1.04811429977417, test_accuracy: 0.7950000166893005
epoch: 31, training_loss: 0.02322418801486492, training_accuracy: 0.9926666617393494, test_loss: 1.062265396118164, test_accuracy: 0.8050000071525574
epoch: 32, training_loss: 0.02262980118393898, training_accuracy: 0.9926666617393494, test_loss: 1.0765328407287598, test_accuracy: 0.7950000166893005
epoch: 33, training_loss: 0.022143613547086716, training_accuracy: 0.9926666617393494, test_loss: 1.0961589813232422, test_accuracy: 0.7900000214576721
epoch: 34, training_loss: 0.021725062280893326, training_accuracy: 0.9926666617393494, test_loss: 1.1066598892211914, test_accuracy: 0.800000011920929
epoch: 35, training_loss: 0.021320408210158348, training_accuracy: 0.9926666617393494, test_loss: 1.1174441576004028, test_accuracy: 0.7950000166893005
epoch: 36, training_loss: 0.020956505089998245, training_accuracy: 0.9926666617393494, test_loss: 1.1359162330627441, test_accuracy: 0.7900000214576721
epoch: 37, training_loss: 0.020600544288754463, training_accuracy: 0.9926666617393494, test_loss: 1.156843900680542, test_accuracy: 0.800000011920929
epoch: 38, training_loss: 0.020280737429857254, training_accuracy: 0.9926666617393494, test_loss: 1.1470654010772705, test_accuracy: 0.7950000166893005
epoch: 39, training_loss: 0.020007535815238953, training_accuracy: 0.9926666617393494, test_loss: 1.177249789237976, test_accuracy: 0.7900000214576721
epoch: 40, training_loss: 0.019725093618035316, training_accuracy: 0.9926666617393494, test_loss: 1.1953524351119995, test_accuracy: 0.800000011920929
epoch: 41, training_loss: 0.019545722752809525, training_accuracy: 0.9926666617393494, test_loss: 1.1987900733947754, test_accuracy: 0.7850000262260437
epoch: 42, training_loss: 0.019291726872324944, training_accuracy: 0.9926666617393494, test_loss: 1.2042145729064941, test_accuracy: 0.7900000214576721
epoch: 43, training_loss: 0.019040049985051155, training_accuracy: 0.9926666617393494, test_loss: 1.2349036931991577, test_accuracy: 0.7900000214576721
epoch: 44, training_loss: 0.018853871151804924, training_accuracy: 0.9926666617393494, test_loss: 1.2426620721817017, test_accuracy: 0.800000011920929
epoch: 45, training_loss: 0.018636370077729225, training_accuracy: 0.9926666617393494, test_loss: 1.247017741203308, test_accuracy: 0.7850000262260437
