epoch: 1, training_loss: 2.06217098236084, training_accuracy: 0.33000001311302185, test_loss: 1.7733395099639893, test_accuracy: 0.47999998927116394
epoch: 2, training_loss: 1.2537407875061035, training_accuracy: 0.6793333292007446, test_loss: 1.1481629610061646, test_accuracy: 0.6449999809265137
epoch: 3, training_loss: 0.7662349343299866, training_accuracy: 0.809333324432373, test_loss: 0.8617087602615356, test_accuracy: 0.699999988079071
epoch: 4, training_loss: 0.533414363861084, training_accuracy: 0.8579999804496765, test_loss: 0.7852287888526917, test_accuracy: 0.7549999952316284
epoch: 5, training_loss: 0.4036296308040619, training_accuracy: 0.8920000195503235, test_loss: 0.6902973651885986, test_accuracy: 0.7699999809265137
epoch: 6, training_loss: 0.31966960430145264, training_accuracy: 0.9173333048820496, test_loss: 0.6749061346054077, test_accuracy: 0.75
epoch: 7, training_loss: 0.25861045718193054, training_accuracy: 0.9393333196640015, test_loss: 0.654751181602478, test_accuracy: 0.7699999809265137
epoch: 8, training_loss: 0.21205149590969086, training_accuracy: 0.9513333439826965, test_loss: 0.6267333030700684, test_accuracy: 0.7850000262260437
epoch: 9, training_loss: 0.17625583708286285, training_accuracy: 0.9673333168029785, test_loss: 0.6732300519943237, test_accuracy: 0.7950000166893005
epoch: 10, training_loss: 0.14572380483150482, training_accuracy: 0.9713333249092102, test_loss: 0.6525763869285583, test_accuracy: 0.7900000214576721
epoch: 11, training_loss: 0.12426254153251648, training_accuracy: 0.9766666889190674, test_loss: 0.7108516097068787, test_accuracy: 0.8050000071525574
epoch: 12, training_loss: 0.10779522359371185, training_accuracy: 0.9793333411216736, test_loss: 0.6738371849060059, test_accuracy: 0.8100000023841858
epoch: 13, training_loss: 0.09465658664703369, training_accuracy: 0.9819999933242798, test_loss: 0.7342047691345215, test_accuracy: 0.8050000071525574
epoch: 14, training_loss: 0.08242837339639664, training_accuracy: 0.984000027179718, test_loss: 0.724897563457489, test_accuracy: 0.7799999713897705
epoch: 15, training_loss: 0.07236810028553009, training_accuracy: 0.9866666793823242, test_loss: 0.7196004986763, test_accuracy: 0.800000011920929
epoch: 16, training_loss: 0.0642918273806572, training_accuracy: 0.987333357334137, test_loss: 0.7658734321594238, test_accuracy: 0.7950000166893005
epoch: 17, training_loss: 0.05830062925815582, training_accuracy: 0.987333357334137, test_loss: 0.7639244198799133, test_accuracy: 0.800000011920929
epoch: 18, training_loss: 0.05267806351184845, training_accuracy: 0.987333357334137, test_loss: 0.7906385660171509, test_accuracy: 0.7950000166893005
epoch: 19, training_loss: 0.04789619892835617, training_accuracy: 0.987333357334137, test_loss: 0.7879082560539246, test_accuracy: 0.8149999976158142
epoch: 20, training_loss: 0.044010188430547714, training_accuracy: 0.9893333315849304, test_loss: 0.8162717223167419, test_accuracy: 0.8050000071525574
epoch: 21, training_loss: 0.040603749454021454, training_accuracy: 0.9893333315849304, test_loss: 0.8108874559402466, test_accuracy: 0.8100000023841858
epoch: 22, training_loss: 0.037433285266160965, training_accuracy: 0.9900000095367432, test_loss: 0.8518603444099426, test_accuracy: 0.8050000071525574
epoch: 23, training_loss: 0.03524111956357956, training_accuracy: 0.9893333315849304, test_loss: 0.8772002458572388, test_accuracy: 0.8100000023841858
epoch: 24, training_loss: 0.03311115875840187, training_accuracy: 0.9906666874885559, test_loss: 0.8445619344711304, test_accuracy: 0.8199999928474426
epoch: 25, training_loss: 0.030938202515244484, training_accuracy: 0.9913333058357239, test_loss: 0.8552573323249817, test_accuracy: 0.824999988079071
epoch: 26, training_loss: 0.029302135109901428, training_accuracy: 0.9926666617393494, test_loss: 0.8782065510749817, test_accuracy: 0.824999988079071
epoch: 27, training_loss: 0.02771640568971634, training_accuracy: 0.9926666617393494, test_loss: 0.8967994451522827, test_accuracy: 0.8149999976158142
epoch: 28, training_loss: 0.02634463459253311, training_accuracy: 0.9926666617393494, test_loss: 0.8983396887779236, test_accuracy: 0.824999988079071
epoch: 29, training_loss: 0.025236720219254494, training_accuracy: 0.9926666617393494, test_loss: 0.9356858730316162, test_accuracy: 0.8149999976158142
epoch: 30, training_loss: 0.024452252313494682, training_accuracy: 0.9926666617393494, test_loss: 0.9344460368156433, test_accuracy: 0.8199999928474426
epoch: 31, training_loss: 0.023518171161413193, training_accuracy: 0.9919999837875366, test_loss: 0.9323956966400146, test_accuracy: 0.824999988079071
epoch: 32, training_loss: 0.022866103798151016, training_accuracy: 0.9926666617393494, test_loss: 0.9554489254951477, test_accuracy: 0.8199999928474426
epoch: 33, training_loss: 0.022312212735414505, training_accuracy: 0.9919999837875366, test_loss: 0.960671067237854, test_accuracy: 0.8149999976158142
epoch: 34, training_loss: 0.021829189732670784, training_accuracy: 0.9926666617393494, test_loss: 0.9827031493186951, test_accuracy: 0.8199999928474426
epoch: 35, training_loss: 0.02141939476132393, training_accuracy: 0.9926666617393494, test_loss: 0.990943193435669, test_accuracy: 0.8149999976158142
epoch: 36, training_loss: 0.0211027804762125, training_accuracy: 0.9926666617393494, test_loss: 0.989606499671936, test_accuracy: 0.8199999928474426
epoch: 37, training_loss: 0.020775292068719864, training_accuracy: 0.9926666617393494, test_loss: 0.9924848675727844, test_accuracy: 0.8149999976158142
epoch: 38, training_loss: 0.020497657358646393, training_accuracy: 0.9926666617393494, test_loss: 1.043141484260559, test_accuracy: 0.8199999928474426
epoch: 39, training_loss: 0.020228326320648193, training_accuracy: 0.9926666617393494, test_loss: 1.0181173086166382, test_accuracy: 0.8149999976158142
epoch: 40, training_loss: 0.020032748579978943, training_accuracy: 0.9926666617393494, test_loss: 1.030356526374817, test_accuracy: 0.8199999928474426
epoch: 41, training_loss: 0.019808514043688774, training_accuracy: 0.9926666617393494, test_loss: 1.0677813291549683, test_accuracy: 0.8199999928474426
epoch: 42, training_loss: 0.019577598199248314, training_accuracy: 0.9926666617393494, test_loss: 1.0668120384216309, test_accuracy: 0.8199999928474426
epoch: 43, training_loss: 0.019395051524043083, training_accuracy: 0.9926666617393494, test_loss: 1.092752456665039, test_accuracy: 0.8149999976158142
epoch: 44, training_loss: 0.01920456811785698, training_accuracy: 0.9926666617393494, test_loss: 1.0809308290481567, test_accuracy: 0.8199999928474426
epoch: 45, training_loss: 0.019056834280490875, training_accuracy: 0.9926666617393494, test_loss: 1.0995219945907593, test_accuracy: 0.8149999976158142
epoch: 46, training_loss: 0.018866488710045815, training_accuracy: 0.9926666617393494, test_loss: 1.095980167388916, test_accuracy: 0.8199999928474426
epoch: 47, training_loss: 0.01868889480829239, training_accuracy: 0.9926666617393494, test_loss: 1.1238012313842773, test_accuracy: 0.824999988079071
epoch: 48, training_loss: 0.018593549728393555, training_accuracy: 0.9926666617393494, test_loss: 1.1280179023742676, test_accuracy: 0.8199999928474426
epoch: 49, training_loss: 0.018435567617416382, training_accuracy: 0.9926666617393494, test_loss: 1.1362097263336182, test_accuracy: 0.8199999928474426
epoch: 50, training_loss: 0.018308356404304504, training_accuracy: 0.9926666617393494, test_loss: 1.153013825416565, test_accuracy: 0.8149999976158142
epoch: 51, training_loss: 0.01826402358710766, training_accuracy: 0.9926666617393494, test_loss: 1.1482785940170288, test_accuracy: 0.8149999976158142
epoch: 52, training_loss: 0.018044091761112213, training_accuracy: 0.9926666617393494, test_loss: 1.1590895652770996, test_accuracy: 0.8199999928474426
