epoch: 1, training_loss: 2.311445474624634, training_accuracy: 0.09866666793823242, test_loss: 2.292473793029785, test_accuracy: 0.13500000536441803
epoch: 2, training_loss: 2.292327880859375, training_accuracy: 0.11533333361148834, test_loss: 2.2804651260375977, test_accuracy: 0.12999999523162842
epoch: 3, training_loss: 2.274975061416626, training_accuracy: 0.140666663646698, test_loss: 2.269129514694214, test_accuracy: 0.1550000011920929
epoch: 4, training_loss: 2.2586982250213623, training_accuracy: 0.16066665947437286, test_loss: 2.2586581707000732, test_accuracy: 0.17499999701976776
epoch: 5, training_loss: 2.243114709854126, training_accuracy: 0.18199999630451202, test_loss: 2.248492956161499, test_accuracy: 0.18000000715255737
epoch: 6, training_loss: 2.2278101444244385, training_accuracy: 0.1993333399295807, test_loss: 2.238617420196533, test_accuracy: 0.1899999976158142
epoch: 7, training_loss: 2.212627649307251, training_accuracy: 0.21933333575725555, test_loss: 2.2284915447235107, test_accuracy: 0.1850000023841858
epoch: 8, training_loss: 2.1973700523376465, training_accuracy: 0.23333333432674408, test_loss: 2.217604875564575, test_accuracy: 0.20999999344348907
epoch: 9, training_loss: 2.1819019317626953, training_accuracy: 0.24533332884311676, test_loss: 2.2062137126922607, test_accuracy: 0.20999999344348907
epoch: 10, training_loss: 2.166073799133301, training_accuracy: 0.25866666436195374, test_loss: 2.1944806575775146, test_accuracy: 0.2199999988079071
epoch: 11, training_loss: 2.1498451232910156, training_accuracy: 0.26600000262260437, test_loss: 2.18221116065979, test_accuracy: 0.2199999988079071
epoch: 12, training_loss: 2.133126974105835, training_accuracy: 0.26733332872390747, test_loss: 2.169597625732422, test_accuracy: 0.23499999940395355
epoch: 13, training_loss: 2.1158785820007324, training_accuracy: 0.2786666750907898, test_loss: 2.1561696529388428, test_accuracy: 0.25
epoch: 14, training_loss: 2.098123788833618, training_accuracy: 0.28866666555404663, test_loss: 2.1420235633850098, test_accuracy: 0.25999999046325684
epoch: 15, training_loss: 2.079699754714966, training_accuracy: 0.3006666600704193, test_loss: 2.1274542808532715, test_accuracy: 0.26499998569488525
epoch: 16, training_loss: 2.060683012008667, training_accuracy: 0.3059999942779541, test_loss: 2.111980676651001, test_accuracy: 0.26499998569488525
epoch: 17, training_loss: 2.0411596298217773, training_accuracy: 0.32066667079925537, test_loss: 2.0956201553344727, test_accuracy: 0.2750000059604645
epoch: 18, training_loss: 2.0210835933685303, training_accuracy: 0.3293333351612091, test_loss: 2.078659772872925, test_accuracy: 0.2849999964237213
epoch: 19, training_loss: 2.000474691390991, training_accuracy: 0.34599998593330383, test_loss: 2.0610110759735107, test_accuracy: 0.3050000071525574
epoch: 20, training_loss: 1.9792569875717163, training_accuracy: 0.3566666543483734, test_loss: 2.0428574085235596, test_accuracy: 0.32499998807907104
epoch: 21, training_loss: 1.9574874639511108, training_accuracy: 0.3659999966621399, test_loss: 2.0247418880462646, test_accuracy: 0.32499998807907104
epoch: 22, training_loss: 1.9351698160171509, training_accuracy: 0.37533333897590637, test_loss: 2.0065555572509766, test_accuracy: 0.33000001311302185
epoch: 23, training_loss: 1.9124021530151367, training_accuracy: 0.37933334708213806, test_loss: 1.988386869430542, test_accuracy: 0.3499999940395355
epoch: 24, training_loss: 1.8892877101898193, training_accuracy: 0.38600000739097595, test_loss: 1.9700813293457031, test_accuracy: 0.35499998927116394
epoch: 25, training_loss: 1.8658950328826904, training_accuracy: 0.39800000190734863, test_loss: 1.9515299797058105, test_accuracy: 0.3700000047683716
epoch: 26, training_loss: 1.842287302017212, training_accuracy: 0.4113333225250244, test_loss: 1.9326754808425903, test_accuracy: 0.375
epoch: 27, training_loss: 1.8184022903442383, training_accuracy: 0.4166666567325592, test_loss: 1.9135878086090088, test_accuracy: 0.38999998569488525
epoch: 28, training_loss: 1.7942109107971191, training_accuracy: 0.43066665530204773, test_loss: 1.8944382667541504, test_accuracy: 0.39500001072883606
epoch: 29, training_loss: 1.7697842121124268, training_accuracy: 0.437333345413208, test_loss: 1.8751579523086548, test_accuracy: 0.4000000059604645
epoch: 30, training_loss: 1.7451939582824707, training_accuracy: 0.44066667556762695, test_loss: 1.8559770584106445, test_accuracy: 0.4050000011920929
epoch: 31, training_loss: 1.7205173969268799, training_accuracy: 0.45533332228660583, test_loss: 1.8365566730499268, test_accuracy: 0.4099999964237213
epoch: 32, training_loss: 1.6957632303237915, training_accuracy: 0.4673333466053009, test_loss: 1.8168727159500122, test_accuracy: 0.41499999165534973
epoch: 33, training_loss: 1.670998215675354, training_accuracy: 0.47466665506362915, test_loss: 1.7969876527786255, test_accuracy: 0.4350000023841858
epoch: 34, training_loss: 1.6462311744689941, training_accuracy: 0.48533332347869873, test_loss: 1.7770411968231201, test_accuracy: 0.4399999976158142
epoch: 35, training_loss: 1.6214519739151, training_accuracy: 0.4973333477973938, test_loss: 1.7569389343261719, test_accuracy: 0.4399999976158142
epoch: 36, training_loss: 1.59678316116333, training_accuracy: 0.503333330154419, test_loss: 1.7367151975631714, test_accuracy: 0.44999998807907104
epoch: 37, training_loss: 1.5722295045852661, training_accuracy: 0.5093333125114441, test_loss: 1.7164819240570068, test_accuracy: 0.4650000035762787
epoch: 38, training_loss: 1.5477161407470703, training_accuracy: 0.5206666588783264, test_loss: 1.6962978839874268, test_accuracy: 0.47999998927116394
epoch: 39, training_loss: 1.523228645324707, training_accuracy: 0.5293333530426025, test_loss: 1.6760687828063965, test_accuracy: 0.47999998927116394
epoch: 40, training_loss: 1.4987945556640625, training_accuracy: 0.5393333435058594, test_loss: 1.6559638977050781, test_accuracy: 0.4950000047683716
epoch: 41, training_loss: 1.4744646549224854, training_accuracy: 0.550000011920929, test_loss: 1.636000156402588, test_accuracy: 0.49000000953674316
epoch: 42, training_loss: 1.4502695798873901, training_accuracy: 0.559333324432373, test_loss: 1.6160621643066406, test_accuracy: 0.49000000953674316
epoch: 43, training_loss: 1.4262619018554688, training_accuracy: 0.5686666369438171, test_loss: 1.5962395668029785, test_accuracy: 0.5049999952316284
epoch: 44, training_loss: 1.4024641513824463, training_accuracy: 0.5753333568572998, test_loss: 1.5766661167144775, test_accuracy: 0.5099999904632568
epoch: 45, training_loss: 1.3788299560546875, training_accuracy: 0.5833333134651184, test_loss: 1.5571222305297852, test_accuracy: 0.5249999761581421
epoch: 46, training_loss: 1.3554147481918335, training_accuracy: 0.5846666693687439, test_loss: 1.5376721620559692, test_accuracy: 0.5400000214576721
epoch: 47, training_loss: 1.332239031791687, training_accuracy: 0.5899999737739563, test_loss: 1.5183323621749878, test_accuracy: 0.5450000166893005
epoch: 48, training_loss: 1.3092987537384033, training_accuracy: 0.5953333377838135, test_loss: 1.4991884231567383, test_accuracy: 0.5450000166893005
