epoch: 1, training_loss: 1.7595851421356201, training_accuracy: 0.42399999499320984, test_loss: 1.1775943040847778, test_accuracy: 0.6549999713897705
epoch: 2, training_loss: 0.7606859803199768, training_accuracy: 0.812666654586792, test_loss: 0.7614005208015442, test_accuracy: 0.7799999713897705
epoch: 3, training_loss: 0.4625850021839142, training_accuracy: 0.8759999871253967, test_loss: 0.6866294741630554, test_accuracy: 0.7900000214576721
epoch: 4, training_loss: 0.31701573729515076, training_accuracy: 0.9179999828338623, test_loss: 0.6622330546379089, test_accuracy: 0.8050000071525574
epoch: 5, training_loss: 0.2243284285068512, training_accuracy: 0.9466666579246521, test_loss: 0.6695547699928284, test_accuracy: 0.824999988079071
epoch: 6, training_loss: 0.16936032474040985, training_accuracy: 0.9606666564941406, test_loss: 0.7011263370513916, test_accuracy: 0.8149999976158142
epoch: 7, training_loss: 0.1295945942401886, training_accuracy: 0.9700000286102295, test_loss: 0.7418133616447449, test_accuracy: 0.8299999833106995
epoch: 8, training_loss: 0.09628114104270935, training_accuracy: 0.9779999852180481, test_loss: 0.7505599856376648, test_accuracy: 0.8100000023841858
epoch: 9, training_loss: 0.07240475714206696, training_accuracy: 0.984666645526886, test_loss: 0.7754915356636047, test_accuracy: 0.8100000023841858
epoch: 10, training_loss: 0.058684300631284714, training_accuracy: 0.9860000014305115, test_loss: 0.8401502966880798, test_accuracy: 0.824999988079071
epoch: 11, training_loss: 0.048264678567647934, training_accuracy: 0.9879999756813049, test_loss: 0.8804506659507751, test_accuracy: 0.8100000023841858
epoch: 12, training_loss: 0.040483780205249786, training_accuracy: 0.9893333315849304, test_loss: 0.8694444298744202, test_accuracy: 0.8100000023841858
epoch: 13, training_loss: 0.03481152281165123, training_accuracy: 0.9913333058357239, test_loss: 0.915332019329071, test_accuracy: 0.8299999833106995
epoch: 14, training_loss: 0.030078737065196037, training_accuracy: 0.9919999837875366, test_loss: 0.9548132419586182, test_accuracy: 0.800000011920929
epoch: 15, training_loss: 0.026626965031027794, training_accuracy: 0.9919999837875366, test_loss: 0.9856884479522705, test_accuracy: 0.8299999833106995
epoch: 16, training_loss: 0.02434340864419937, training_accuracy: 0.9919999837875366, test_loss: 1.034847378730774, test_accuracy: 0.7950000166893005
epoch: 17, training_loss: 0.02274218760430813, training_accuracy: 0.9919999837875366, test_loss: 1.0391253232955933, test_accuracy: 0.8100000023841858
epoch: 18, training_loss: 0.021483665332198143, training_accuracy: 0.9919999837875366, test_loss: 1.079749345779419, test_accuracy: 0.8050000071525574
epoch: 19, training_loss: 0.020650589838624, training_accuracy: 0.9926666617393494, test_loss: 1.0881620645523071, test_accuracy: 0.8149999976158142
epoch: 20, training_loss: 0.019836323335766792, training_accuracy: 0.9926666617393494, test_loss: 1.1241669654846191, test_accuracy: 0.8100000023841858
epoch: 21, training_loss: 0.019220294430851936, training_accuracy: 0.9919999837875366, test_loss: 1.1807935237884521, test_accuracy: 0.800000011920929
epoch: 22, training_loss: 0.01868622936308384, training_accuracy: 0.9926666617393494, test_loss: 1.2431260347366333, test_accuracy: 0.8100000023841858
epoch: 23, training_loss: 0.018215907737612724, training_accuracy: 0.9919999837875366, test_loss: 1.2344427108764648, test_accuracy: 0.800000011920929
epoch: 24, training_loss: 0.017794838175177574, training_accuracy: 0.9919999837875366, test_loss: 1.2703360319137573, test_accuracy: 0.800000011920929
epoch: 25, training_loss: 0.01751868985593319, training_accuracy: 0.9919999837875366, test_loss: 1.2801322937011719, test_accuracy: 0.8050000071525574
epoch: 26, training_loss: 0.017196886241436005, training_accuracy: 0.9919999837875366, test_loss: 1.3085685968399048, test_accuracy: 0.7900000214576721
epoch: 27, training_loss: 0.016899440437555313, training_accuracy: 0.9913333058357239, test_loss: 1.3189244270324707, test_accuracy: 0.8100000023841858
epoch: 28, training_loss: 0.01668902486562729, training_accuracy: 0.9919999837875366, test_loss: 1.3937944173812866, test_accuracy: 0.8050000071525574
